museum_number,animal_id,day,month,year,season,final_identification,field_identification,preparation,locality,dist_village_center,village,grid_name,grid_number,habitat_type,trap_type,trap_number,pitfall_position,latitude,longitude,elevation.obs,sex,tl,tv,hf,ear,mass,hb,testicle_position,testicle_length,testicle_width,epididym,mammae_condition,mammae_number_ax,mammae_number_ab,mammae_number_ing,vagina,embryos_l,embryos_r,embryos_cr,placental_scars_l,placental_scars_r,age_repro,age_dental,habitat_description,notes
UADBA-51962,TMR-2557,28,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,96,NA,-14.469602,49.80323201,127.868561,female,300,168,30,19,60,132,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"savoka, next to a Artocarpus heterophyllus about 4 m high",no
UADBA-51963,TMR-2558,28,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,103,NA,-14.46933696,49.80299799,128.841827,female,345,190,31,20,102,155,NA,NA,NA,NA,"large, no fur",1,2,2,perf.,0,0,NA,4,3,3,3,"vanilla field, near a tree stump about 3 m high with some clump of ferns, vanilla and other herbaceous plants around",no
UADBA-51875,TMR-2559,29,7,2020,3,Suncus murinus,Suncus murinus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,11,NA,-14.46967299,49.803993,127.269287,male,171,68,16,11,30,102,abdominal,5,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vanilla field, between a clump of herbaceous plants about 0.5 m high, with some ferns and Aframomum around",no
UADBA-51876,TMR-2560,29,7,2020,3,Suncus murinus,Suncus murinus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,45,NA,-14.46890102,49.80326302,122.46125,male,184,64,16,11,40,120,abdominal,7,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka dominated by Clidemia hirta and Lantana camara, next to a Sygizium jambos tree",no
UADBA-51851,TMR-2561,29,7,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,1,NA,-14.46882298,49.80364096,119.240906,male,145,73,14,11,11.5,72,abd. / scrot.,6,4,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, between a clump of herbaceous plants (Clidemia hirta, Stachytarpheta) about 0.7 m high",no
UADBA-51877,TMR-2562,29,7,2020,3,Suncus murinus,Suncus murinus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.64 km NW Mandena,Mandena,Sugar cane,2,agriculture,Pitfall,4,4,-14.46876699,49.80314199,123.075287,female,157,60,15,10,22,96,NA,NA,NA,NA,small,0,0,2,NA,0,0,NA,0,0,NA,NA,savoka with dense herbaceous,no
UADBA-51852,TMR-2563,29,7,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,56,NA,-14.468913,49.80318599,124.570297,male,148,75,16,11,12.5,73,abd. / scrot.,7,4,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sugar cane field, between a clump of herbaceous plants about 1 m high",no
UADBA-51964,TMR-2564,29,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,47,NA,-14.46904602,49.80332698,125.270493,female,316,177,28,19,71,140,NA,NA,NA,NA,large,1,2,2,perf.,0,0,NA,2,2,3,2,"sugar cane field, next to a rock and some burnt dead wood",no
UADBA-51965,TMR-2565,29,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,10,NA,-14.46958004,49.80397096,126.559647,male,365,200,32,21,134,165,scrotal,22,11,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"vanilla field, between a clump of herbaceous about 0.5 m high, with some ferns and Aframomum around",no
UADBA-51966,TMR-2566,29,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,13,NA,-14.46893203,49.80358204,125.588257,female,335,189,31,21,73,148,NA,NA,NA,NA,sm. x lg.,1,2,2,perf.,0,0,NA,0,0,2,2,"savoka, next to a Syzygium jambos and Artocarpus heterophyllus trees",no
UADBA-51967,TMR-2567,29,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,36,NA,-14.46905097,49.80343301,127.063873,female,377,214,32,22,108,165,NA,NA,NA,NA,large,1,2,2,perf.,0,0,NA,4,3,3,2,"sugar cane field, at the foot of a Psiadia altissima of 1.5 mhigh, some Jatropha around",no
UADBA-51968,TMR-2568,29,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,48,NA,-14.46912196,49.80338599,127.009407,male,372,200,32,22,120,175,scrotal,25,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"sugar cane field, in a clump of sugar cane plants about 2 m high, young trees around",no
UADBA-51969,TMR-2569,29,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,78,NA,-14.46899397,49.80305297,125.811844,male,400,230,33,22,148,170,scrotal,25,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"savoka along a swamp, next to a Raphia palm and a clump of Clidemia hirta and Psiadia altissima",no
UADBA-51970,TMR-2570,29,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,103,NA,-14.46933696,49.80299799,128.841827,female,356,203,31,21,104,152,NA,NA,NA,NA,"large, no fur",1,2,2,perf.,0,0,NA,0,0,2,2,"vanilla field, near a tree stump about 3 m high with some clumps of ferns, vanilla and other herbaceous around",no
UADBA-51971,TMR-2571,29,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,108,NA,-14.46972303,49.80316797,136.957153,male,357,190,33,21,112,165,scrotal,23,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"vanilla field, on rocks located in a temporary stream (dry during trapping session) surrounded by Clidemia hirta",no
UADBA-51972,TMR-2572,30,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,2,NA,-14.46892901,49.80366996,119.417984,female,274,154,30,19,47,118,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"savoka, between a clump of herbaceous plant about 1.5 m high",no
UADBA-51973,TMR-2573,30,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,10,NA,-14.46958004,49.80397096,126.559647,male,342,195,32,20,94,148,scrotal,24,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"vanilla field, between a clump of herbaceous about 0.5 m high, with some ferns and Aframomum around",no
UADBA-51974,TMR-2574,30,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,48,NA,-14.46912196,49.80338599,127.009407,male,384,218,33,21,144,165,scrotal,26,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"sugar cane field, in a clump of sugar cane plants about 2 m high, young trees around",no
FMNH not yet cataloged,TMR-2575,30,7,2020,3,Microgale brevicaudata,Microgale brevicaudata,"skin, skull, skeleton","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.64 km NW Mandena,Mandena,Sugar cane,2,agriculture,Pitfall,11,4,-14.46874302,49.80370701,119.619148,female,107,36,12,12,9,71,NA,NA,NA,NA,sm. x lg.,0,0,2,NA,0,0,NA,0,0,NA,NA,"savoka with dense herbaceous dominated by Clidemia hirta, Stachytarpheta and various herbaceous plants of 1 to 1.6 m high",no
UADBA-51853,TMR-2576,31,7,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,2,NA,-14.46892901,49.80366996,119.417984,female,144,73,15,12,10.5,71,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,NA,NA,"savoka, between a clump of herbaceous plant about 1.5 m high",no
UADBA-51975,TMR-2577,31,7,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,12,NA,-14.46885098,49.80352202,121.711014,male,298,166,30,20,60,132,abdominal,7,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"savoka dominated by Clidemia hirta, between a clump of herbaceous about 1.2 m high",no
FMNH not yet cataloged,TMR-2578,31,7,2020,3,Microgale brevicaudata,Microgale brevicaudata,"skin, skull, skeleton","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,61,NA,-14.46930402,49.80340904,132.008743,female,110,37,12,12,11.5,72,NA,NA,NA,NA,"large, no fur",0,0,2,NA,1,1,15,0,0,NA,NA,"sugar cane field, in a clump of sugar cane plants, herbaceous plants and Jatropha around",no
FMNH not yet cataloged,TMR-2579,31,7,2020,3,Microgale brevicaudata,Microgale brevicaudata,"skin, skull, skeleton","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.53 km NW Mandena,Mandena,Sugar cane,2,agriculture,Pitfall,5,3,-14.47022804,49.80358103,155.998703,male,118,40,12,12,10,78,abdominal,7,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tanety and savoka dominated by trees of 2 to 4 m high including Harungana, Psiadia altissima, Lantana camara and Clidemia hirta, and some herbaceous",no
UADBA-51854,TMR-2580,1,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,26,NA,-14.46910302,49.80355203,127.094162,male,148,76,16,12,10.5,72,abd. / scrot.,7,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sugar cane and vanilla fields, in a clump of young trees, some Lantana camara around",no
UADBA-51976,TMR-2581,1,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,89,NA,-14.46903203,49.802985,116.312218,female,285,160,29,20,55,127,NA,NA,NA,NA,small,0,0,0,perf.,0,0,NA,0,0,2,2,"savoka along a swamp, next to a clump of Aframomum, some Raphia plants around",no
UADBA-51977,TMR-2582,1,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,95,NA,-14.46951499,49.80322002,124.045273,female,234,134,26,19,33,102,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,1,"savoka dominated by Aframomum, in a clump of Gramineae, shrubs and Aframomum around",no
UADBA-51978,TMR-2583,1,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,112,NA,-14.46920796,49.80283697,125.95578,female,297,164,31,21,62,135,NA,NA,NA,NA,small,0,0,0,perf.,0,0,NA,0,0,2,2,"savoka, next to a clump of ""Paka"" (Malagasy vernacular name) tree",no
UADBA-51979,TMR-2584,1,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,78,NA,-14.46899397,49.80305297,125.811844,male,402,224,32,22,145,178,scrotal,24,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"savoka along a swamp, next to a Raphia palm and a clump of Clidemia hirta and Psiadia altissima",no
FMNH not yet cataloged,TMR-2585,1,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,"skin, skull, skeleton","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.64 km NW Mandena,Mandena,Sugar cane,2,agriculture,Pitfall,9,4,-14.46874201,49.80353401,119.684746,male,124,44,12,13,12,78,abdominal,7,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vanilla field, under a cclump of ferns and some plants of Aframomum",no
UADBA-51980,TMR-2586,2,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Tomahawk,78,NA,-14.46899397,49.80305297,125.811844,male,385,208,33,22,132,178,scrotal,25,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"savoka along a swamp, next to a Raphia palm and a clump of Clidemia hirta and Psiadia altissima",no
UADBA-51981,TMR-2587,2,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,3,NA,-14.46900797,49.80368497,121.12886,male,318,185,32,20,60.5,133,abdominal,11,6,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"savoka, in a clump of dead twigs",no
UADBA-51982,TMR-2588,2,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,8,NA,-14.46940703,49.80389996,123.047028,male,226,138,25,18,23,94,abdominal,7,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"savoka along sugar cane field, in a clump of herbaceous plants of 0.3m high and some Aframomum",no
UADBA-51983,TMR-2589,2,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,45,NA,-14.46890102,49.80326302,122.46125,female,307,167,31,20,57,140,NA,NA,NA,NA,small,0,0,0,perf.,0,0,NA,0,0,2,2,"savoka dominated by Clidemia hirta and Lantana camara, next to a Syzigium jambos tree",no
UADBA-51893,TMR-2590,2,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,104,NA,-14.46939496,49.80304501,130.786331,female,118,43,11,11,12,75,NA,NA,NA,NA,large,0,0,2,NA,1,1,12,0,0,NA,NA,"vanilla field, in a clump of ferns, some pineapple plants and Aframomum around",no
UADBA-51855,TMR-2591,2,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.61 km NW Mandena,Mandena,Sugar cane,2,agriculture,Sherman,2,NA,-14.46892901,49.80366996,119.417984,female,136,68,14,12,8.2,68,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,NA,NA,"savoka, between a clump of herbaceous plant about 1.5 m high",no
UADBA-51894,TMR-2592,6,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.12 km NW Mandena,Mandena,Rice field,5,flooded_rice,Pitfall,9,9,-14.471118,49.807567,105.753181,male,113,41,11,12,10,71,abdominal,7,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, dominated by Artocarpus heterophyllus and A. altilis about 8 m high and various shrubs",no
UADBA-51856,TMR-2593,6,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,49,NA,-14.47120797,49.80683497,112.223473,male,152,75,15,12,12.5,77,abd. / scrot.,6,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rice field, next to a pond",no
UADBA-51857,TMR-2594,6,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,74,NA,-14.47153,49.80689398,111.857605,male,146,72,15,11,13,74,abd. / scrot.,7,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cultivated rice field, in the middle of rice-fields",no
UADBA-51984,TMR-2595,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,16,NA,-14.47109104,49.80704804,107.798882,male,300,172,32,21,56,128,abdominal,7,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"uncultivated dry rice field, in a clump of herbaceous plants about 0.4 m high",no
UADBA-51985,TMR-2596,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,17,NA,-14.471142,49.80709498,108.998695,female,307,170,31,20,65,138,NA,NA,NA,NA,small,1,2,2,perf.,0,0,NA,0,0,2,2,"small area of savoka between rice fields, between a heap of dead branches and dead leaves of Aframomum",no
UADBA-51986,TMR-2597,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,38,NA,-14.47119196,49.80692298,110.081055,female,278,153,29,20,50,125,NA,NA,NA,NA,small,1,2,2,perf.,0,0,NA,0,0,2,2,"uncultivated dry rice field, in a clump of herbaceous plants about 0.4 m high",no
UADBA-51987,TMR-2598,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,39,NA,-14.47126597,49.80696497,110.79924,male,310,182,32,21,54,128,abdominal,7,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"uncultivated dry rice field, in a clump of herbaceous plants about 0.4 m high",no
UADBA-51988,TMR-2599,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,50,NA,-14.47127201,49.806897,111.755188,male,302,180,31,21,58,125,abdominal,7,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"uncultivated rice field, along rice-fields",no
UADBA-51989,TMR-2600,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,93,NA,-14.47152598,49.806668,121.948639,male,238,130,25,18,33,107,abdominal,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"cultivated rice field, on a bund between rice fields",no
UADBA-51990,TMR-2601,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,99,NA,-14.47184499,49.80700102,122.67231,female,272,150,29,18,46,122,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"savoka, in a clump of herbaceous plants of 1 m high that are abundant around, next to banana plant of 2 m high",no
UADBA-51991,TMR-2602,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,116,NA,-14.47172999,49.80664797,127.036446,male,300,165,31,20,61,135,abdominal,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"rice field, in a clump of herbaceous plants of 0.3 m high, at 1 m from rice fields",no
UADBA-51992,TMR-2603,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,28,NA,-14.47114502,49.80700403,108.917046,male,318,178,31,21,58,140,abdominal,8,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"savoka between rice fields, under a clump fo Clidemia hirta about 0.2 m high",no
UADBA-51993,TMR-2604,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,33,NA,-14.47142799,49.807285,111.721367,male,372,206,32,22,118,168,abd. / scrot.,25,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"vanilla field, in a clump of ferns about 0.3 m high",no
UADBA-51994,TMR-2605,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,78,NA,-14.47116698,49.80648402,123.191185,female,385,214,31,22,118,173,NA,NA,NA,NA,"large, no fur",1,2,2,perf.,0,0,NA,0,0,2,2,"vanilla field, in clump of herbaceous plants, between some Jatropha and shrubs of 1.5 m high where vanilla are planted",no
UADBA-51995,TMR-2606,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,105,NA,-14.47168398,49.80668703,125.498711,female,394,220,32,23,120,175,NA,NA,NA,NA,"large, no fur",1,2,2,perf.,0,0,NA,0,0,2,2,"cultivated rice field, in the middle of rice-fields",no
UADBA-51996,TMR-2607,6,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,105,NA,-14.47168398,49.80668703,125.498711,male,400,225,33,22,150,175,scrotal,25,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"cultivated rice field, in the middle of rice-fields",no
UADBA-51895,TMR-2608,7,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.15 km NW Mandena,Mandena,Rice field,5,flooded_rice,Pitfall,9,10,-14.47230399,49.806264,136.202637,male,116,42,12,12,10,73,abdominal,7,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tanety dominated by herbaceous plants about 0.3 to 0.5 m high, located about 10 from rice field and a small stream",no
UADBA-51997,TMR-2609,7,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,1,NA,-14.47072601,49.80690002,114.247223,female,338,188,33,20,76,150,NA,NA,NA,NA,small,1,2,2,perf.,0,0,NA,0,0,2,2,"uncultivated dry rice field, between a rock and a mango tree, in a clump of herbaceous plants about 1.5 m high",no
UADBA-51998,TMR-2610,7,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,29,NA,-14.47122297,49.80707,112.003441,male,295,166,30,20,58,127,abdominal,8,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"savoka between rice fields, next to a cutten tree about 2 m high, some coffee tree around",no
UADBA-51999,TMR-2611,7,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,34,NA,-14.47092198,49.806711,112.071526,male,312,175,31,22,60,138,abdominal,7,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"vanilla field, in a clump of herbaceous plants and Gramineae about 0.3 m high",no
UADBA-52000,TMR-2612,7,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,67,NA,-14.47108299,49.80651998,109.965652,female,272,150,29,19,45,122,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"vanilla field, in a dry irriguation channel",no
