museum_number,animal_id,day,month,year,season,final_identification,field_identification,preparation,locality,dist_village_center,village,grid_name,grid_number,habitat_type,trap_type,trap_number,pitfall_position,latitude,longitude,elevation.obs,sex,tl,tv,hf,ear,mass,hb,testicle_position,testicle_length,testicle_width,epididym,mammae_condition,mammae_number_ax,mammae_number_ab,mammae_number_ing,vagina,embryos_l,embryos_r,embryos_cr,placental_scars_l,placental_scars_r,age_repro,age_dental,habitat_description,notes
UADBA-52639,TMR-3549,12,11,2021,1,Suncus etruscus,Suncus etruscus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,4,6,-14.39649202,49.86746798,539.321899,female,78,33,6,5,1.2,45,NA,NA,NA,NA,small,0,0,0,NA,0,0,0,0,0,NA,NA,"secondary/degraded lowland moist evergreen forest, dominated by herbaceous plants and Gramineae",NA
UADBA-52604,TMR-3550,12,11,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,1,6,-14.39644701,49.86772497,522.706177,female,156,80,15,12,15.5,75,NA,NA,NA,NA,large,1,2,2,perf.,2,2,0,0,0,NA,NA,"secondary/degraded lowland moist evergreen forest, secondary forest, dominated by herbaceous plants and Gramineae",NA
UADBA-52605,TMR-3551,12,11,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Sherman,11,NA,-14.395942,49.86766001,523.478821,male,150,75,15,12,12,75,scrotal,7,4,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary/degraded lowland moist evergreen forest, at the foot of Pandanus of 4 m high with several leaf debris around",NA
FMNH not yet cataloged,TMR-3552,12,11,2021,1,NA,Eliurus cf. grandidieri,"pickle, skull","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Sherman,24,NA,-14.39547404,49.86715903,526.437561,female,255,140,24,18,44,117,NA,NA,NA,NA,small,0,0,2,perf.,0,0,0,0,0,NA,NA,"secondary/degraded lowland moist evergreen forest, on a clump of twigs, near a deawood",NA
UADBA not yet cataloged,TMR-3553,12,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Sherman,21,NA,-14.39602297,49.86760302,515.173401,male,[288],[130],33,23,92,157,abdominal,12,5,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"secondary/degraded lowland moist evergreen forest, on a leaf debris on the ground",NA
FMNH not yet cataloged,TMR-3554,13,11,2021,1,Nesogale talazaci,Nesogale cf. talazaci,"pickle, skull","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,10,5,-14.39671003,49.86658503,540.073486,male,250,138,24,18,38,112,abdominal,7,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary/degraded lowland moist evergreen forest, dominated by Aframomum of 2 m high and few palm tree",NA
FMNH not yet cataloged,TMR-3555,13,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,"skin, skull, skeleton","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,6,5,-14.39629102,49.86661898,539.696594,male,121,42,13,12,13,78,abdominal,8,7,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary/degraded lowland moist evergreen forest, dominated by Aframomum of 2 m high and Clidemia hirta of 1.5 m high with few Pandanus tree",NA
FMNH not yet cataloged,TMR-3556,13,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,"skin, skull, skeleton","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,9,6,-14.39650803,49.86713899,542.434448,male,125,40,12,11,12.8,85,abdominal,8,7,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary/degraded lowland moist evergreen forest, lots of Cyathea tree of 2 to 3.5 m high and Gramineae",NA
UADBA not yet cataloged,TMR-3557,13,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Tomahawk,13,NA,-14.39546398,49.86726598,527.970154,male,[366],[190],32,21,142,175,scrotal,23,11,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"secondary/degraded lowland moist evergreen forest, on a decaying tree trunk about 15 cm diameter",NA
UADBA not yet cataloged,TMR-3558,13,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Tomahawk,23,NA,-14.39541201,49.86713899,526.701477,female,330,173,30,20,100,157,NA,NA,NA,NA,small,1,2,2,perf.,1,2,8,0,0,2,NA,"secondary/degraded lowland moist evergreen forest, at the foot of tree of 7 m high and 15 cm diameter",NA
UADBA not yet cataloged,TMR-3559,13,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Tomahawk,48,NA,-14.39570798,49.86710899,539.761902,male,376,220,32,22,112,157,abd. / scrot.,14,6,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"secondary/degraded lowland moist evergreen forest, on the ground, lots of leaf debris around",NA
FMNH not yet cataloged,TMR-3560,14,11,2021,1,NA,Eliurus webbi,"pickle, skull","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Sherman,87,NA,-14.396259,49.86710999,541.353943,female,267,147,25,17,43,120,NA,NA,NA,NA,small,0,0,0,imp.,0,0,0,0,0,NA,NA,"secondary/degraded lowland moist evergreen forest, in a clump of herbaceous plants of 0.8 m high",NA
UADBA-52659,TMR-3561,14,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,9,5,-14.396661,49.86652502,535.868896,male,110,33,11,11,11.2,77,abdominal,8,7,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary/degraded lowland moist evergreen forest, dominated by Aframomum of 2 m high and Clidemia hirta of 1.5 m high with few Pandanus tree",NA
UADBA-52660,TMR-3562,14,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,4,6,-14.39649202,49.86746798,539.321899,female,102,32,12,11,8.3,70,NA,NA,NA,NA,small,0,0,0,NA,0,0,0,0,0,NA,NA,"secondary/degraded lowland moist evergreen forest, dominated by herbaceous plants and Gramineae",NA
UADBA not yet cataloged,TMR-3563,14,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Tomahawk,10,NA,-14.39587704,49.86763897,523.16803,female,354,204,31,21,77.5,150,NA,NA,NA,NA,small,1,2,2,perf.,2,3,5,0,0,2,NA,"secondary/degraded lowland moist evergreen forest, at the foot of tree of 3 m high and 4 cm diameter surrounded by a clump of dead leaves",NA
UADBA not yet cataloged,TMR-3564,15,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Tomahawk,91,NA,-14.39582096,49.86687597,519.07843,male,385,217,31,20,118,168,scrotal,23,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"secondary/degraded lowland moist evergreen forest, on a decaying tree trunk lying on the ground",NA
UADBA-52606,TMR-3565,15,11,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Sherman,8,NA,-14.39576003,49.86753101,524.180664,male,138,68,15,11,9.4,68,abd. / scrot.,6,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary/degraded lowland moist evergreen forest, near a tangle of stem and leaf debris",NA
UADBA-52661,TMR-3566,16,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,5,5,-14.39624903,49.86662401,530.134827,male,114,35,12,11,9.8,80,abdominal,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary/degraded lowland moist evergreen forest, dominated by Aframomum of 2 m high and Clidemia hirta of 1.5 m high with few Pandanus tree",NA
UADBA not yet cataloged,TMR-3567,16,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Sherman,21,NA,-14.39602297,49.86760302,515.173401,male,376,215,32,23,114,162,scrotal,25,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"secondary/degraded lowland moist evergreen forest, on leaf debris on the ground",NA
UADBA not yet cataloged,TMR-3568,16,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Tomahawk,13,NA,-14.39546398,49.86726598,527.970154,male,372,212,32,22,116,160,scrotal,25,15,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"secondary/degraded lowland moist evergreen forest, on a decaying tree trunk about 15 cm diameter",NA
UADBA not yet cataloged,TMR-3569,16,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.08 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Tomahawk,96,NA,-14.396216,49.86699197,525.540344,male,347,190,30,20,104,158,scrotal,20,10,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"secondary/degraded lowland moist evergreen forest, on the ground, with lots of dead leaves around",NA
UADBA-52662,TMR-3570,16,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.10 km NW Andatsakala,Andatsakala,Secondary forest,3,secondary_forest,Pitfall,7,6,-14.39643896,49.86724201,547.941772,male,113,35,12,12,11.5,78,abdominal,7,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary/degraded lowland moist evergreen forest, dominated by Clidemia hirta of 1 m high",NA
FMNH not yet cataloged,TMR-3571,21,11,2021,1,NA,Eliurus cf. webbi,"pickle, skull","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.61 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Sherman,70,NA,-14.39469896,49.86214899,476.633026,female,[197],62,25,18,63,135,NA,NA,NA,NA,large,0,1,2,perf.,0,0,0,0,0,NA,NA,"degraded lowland moist evergreen forest, at the foot of Pandanus tree of 1.8 m high",NA
FMNH not yet cataloged,TMR-3572,21,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,"skin, skull, skeleton","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.62 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Pitfall,1,8,-14.39393898,49.86220398,453.142151,male,120,37,12,12,12.5,82,abdominal,8,7,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degraded lowland moist evergreen forest, dominated by herbaceous plants, Cyathea of 2 to 4 m highand Pandanus tree of 2 to 4 m high",NA
UADBA not yet cataloged,TMR-3573,22,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.61 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Tomahawk,88,NA,-14.39481698,49.86278703,492.995483,female,353,200,32,20,94,153,NA,NA,NA,NA,large,1,2,2,perf.,0,0,0,0,0,2,NA,"degraded lowland moist evergreen forest, degraded lowland moist evergreen forest, at the foot of shrubs of 5 m high",NA
UADBA not yet cataloged,TMR-3574,22,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.61 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Sherman,66,NA,-14.39469301,49.86279499,488.563507,female,370,210,33,22,104,160,NA,NA,NA,NA,sm. x lg.,1,2,2,perf.,0,0,0,0,0,2,NA,"degraded lowland moist evergreen forest, in a cavity formed by raised roots",NA
FMNH not yet cataloged,TMR-3575,23,11,2021,1,NA,Eliurus cf. webbi,"pickle, skull","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.61 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Sherman,57,NA,-14.39455999,49.86202603,471.238892,male,270,143,25,19,64,125,abd. / scrot.,12,6,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degraded lowland moist evergreen forest, between two feet of tree, at 1.5 m from a Pandanus tree of 3.5 m high",NA
UADBA-52672,TMR-3576,25,11,2021,1,Setifer setosus,Setifer setosus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.69 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Pitfall,2,7,-14.39416202,49.86175798,469.985596,male,175,10,25,20,129,165,abdominal,20,8,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degraded lowland moist evergreen forest, dominated by Pandanus tree of 2 m high",NA
UADBA not yet cataloged,TMR-3577,25,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.61 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Sherman,6,NA,-14.39417602,49.86258301,491.713654,male,360,200,34,20,93,160,abd. / scrot.,20,10,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"degraded lowland moist evergreen forest, next to a decaying tree trunk",NA
UADBA not yet cataloged,TMR-3578,25,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.61 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Tomahawk,41,NA,-14.39443996,49.86265702,480.668304,female,357,198,32,20,113,158,NA,NA,NA,NA,large,1,2,2,perf.,3,2,16,0,0,2,NA,"degraded lowland moist evergreen forest, at the foot of a tree of 15 m high with leaf debris around",NA
UADBA-52673,TMR-3579,26,11,2021,1,Nesomys audeberti,Nesomys rufus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.61 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,"by hand, near Tomahawk 53",NA,NA,-14.39458,49.86263,490.8,female,315,155,47,22,114,158,NA,NA,NA,NA,small,0,0,0,imp.,0,0,0,0,0,NA,NA,"degraded lowland moist evergreen forest, hand capture near the trap number 53",NA
FMNH not yet cataloged,TMR-3580,26,11,2021,1,Eliurus minor,Eliurus minor,"pickle, skull","Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.61 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Sherman,98,NA,-14.39485,49.86256499,470.390564,female,240,123,23,18,42.5,117,NA,NA,NA,NA,small,0,0,0,imp.,0,0,0,0,0,NA,NA,"degraded lowland moist evergreen forest, near a deadwood, at 1 m from a raised roots",NA
UADBA not yet cataloged,TMR-3581,26,11,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.61 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Tomahawk,53,NA,-14.39457801,49.86262802,490.780945,female,345,195,30,22,70,148,NA,NA,NA,NA,small,1,2,2,perf.,0,0,0,0,0,2,NA,"degraded lowland moist evergreen forest, near a deadwood, surrounded by few herbaceous plants of 0.5 m high",NA
UADBA-52663,TMR-3582,26,11,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",2.62 km NW Andatsakala,Andatsakala,Degraded forest,4,semi-intact_forest,Pitfall,1,8,-14.39393898,49.86220398,453.142151,male,120,42,12,12,10.5,78,abdominal,8,7,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degraded lowland moist evergreen forest, dominated by herbaceous plants, Cyathea of 2 to 4 m highand Pandanus tree of 2 to 4 m high",NA
UADBA-52664,TMR-3583,2,12,2021,1,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.17 km NW Andatsakala,Andatsakala,Vanilla,5,agroforest,Pitfall,2,9,-14.39571803,49.87572902,258.406952,male,102,32,11,10,6.9,70,abdominal,5,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka along a vanilla field, dominated by Aframomum of 1.8 m high, Lantana camara, Clidemia hirta of 1.5 m high",NA
UADBA-52607,TMR-3584,2,12,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.17 km NW Andatsakala,Andatsakala,Vanilla,5,agroforest,Pitfall,10,9,-14.395467,49.87553196,270.476654,female,147,73,15,12,13,74,NA,NA,NA,NA,small,0,0,0,perf.,2,2,16,0,0,NA,NA,"savoka along a vanilla field, dominated by various herbaceous plants, Gramineae, ferns and Aframomum of 1.5 m high",NA
UADBA-52608,TMR-3585,2,12,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.08 km NW Andatsakala,Andatsakala,Vanilla,5,agroforest,Sherman,14,NA,-14.39567101,49.87693501,250.546448,female,143,76,15,11,11.5,68,NA,NA,NA,NA,small,1,2,2,perf.,0,0,0,0,0,NA,NA,"vanilla field, at the foot of vanilla plants, in a clump of herbaceous plants of 0.5 m high",NA
UADBA-52609,TMR-3586,2,12,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.08 km NW Andatsakala,Andatsakala,Vanilla,5,agroforest,Sherman,51,NA,-14.39555501,49.87654299,254.118973,male,130,66,15,11,9.2,64,abd. / scrot.,7,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vanilla field, at the foot of vanilla plants, in a clump of ferns of 0.5 m high",NA
UADBA-52610,TMR-3587,2,12,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.08 km NW Andatsakala,Andatsakala,Vanilla,5,agroforest,Sherman,61,NA,-14.39546599,49.87661599,260.851868,male,140,70,14,11,10.8,70,abdominal,8,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vanilla field, near a rock, in a clump of herbaceous plants and Gramineae",NA
UADBA-52611,TMR-3588,2,12,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.08 km NW Andatsakala,Andatsakala,Vanilla,5,agroforest,Sherman,72,NA,-14.39538804,49.87662496,262.359009,female,160,82,15,12,14.2,77,NA,NA,NA,NA,large,1,2,2,perf.,2,2,15,0,0,NA,NA,"vanilla field, next to a rock, in a clump of Gramineae of 1 m high",NA
UADBA-52612,TMR-3589,2,12,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.08 km NW Andatsakala,Andatsakala,Vanilla,5,agroforest,Sherman,82,NA,-14.39526399,49.87664097,266.430054,male,157,82,16,12,10.8,75,abd. / scrot.,8,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vanilla field, in a clump of herbaceous plants of 0.5 m high at the foot of vanilla plants",NA
UADBA-52613,TMR-3590,2,12,2021,1,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.08 km NW Andatsakala,Andatsakala,Vanilla,5,agroforest,Sherman,109,NA,-14.395166,49.87623202,270.748962,female,157,82,15,12,14.5,75,NA,NA,NA,NA,large,1,2,2,perf.,2,2,17,0,0,NA,NA,"vanilla field, at the foot of vanilla plants",NA
UADBA not yet cataloged,TMR-3591,2,12,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.08 km NW Andatsakala,Andatsakala,Vanilla,5,agroforest,Tomahawk,41,NA,-14.395654,49.876445,261.124329,female,352,200,32,22,82,150,NA,NA,NA,NA,small,1,1,2,perf.,0,0,0,0,0,2,NA,"vanilla, under a clump of dead leaves of ferns, near a rock",NA
UADBA not yet cataloged,TMR-3592,2,12,2021,1,Rattus rattus,Rattus rattus,skull,"Madagascar, Région SAVA, District Sambava, Commune Rurale Andratamarina, Fokontany Andatsakala",1.08 km NW Andatsakala,Andatsakala,Vanilla,5,agroforest,Tomahawk,48,NA,-14.39545602,49.87680199,252.414185,male,365,208,34,22,112,158,scrotal,24,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"vanilla field, on a rock, near a vanilla plants",NA
