ASV,best_id,best_id_dada,NCBI_id,final_id,n,ASV_number,Parasite
ASV_7622,NA,Apicomplexa_sp._Phaedon_brassicae/Daegwallyeong,,Apicomplexa,1,7622,M
ASV_477,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,12,477,Y
ASV_4777,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,1,4777,Y
ASV_4465,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4465,Y
ASV_778,NA,Apicomplexa,,Apicomplexa,1,778,M
ASV_447,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,26,447,Y
ASV_7823,NA,Apicomplexa_sp._Phaedon_brassicae/Daegwallyeong,,Apicomplexa,1,7823,M
ASV_367,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,16,367,Y
ASV_7854,NA,SAR,,Eukaryota,1,7854,N
ASV_7908,NA,Apicomplexa_sp._Phaedon_brassicae/Daegwallyeong,,Apicomplexa,1,7908,M
ASV_5036,unclassified_Trichosporonaceae,Cutaneotrichosporon,,Cutaneotrichosporon,1,5036,M
ASV_7933,NA,Apicomplexa,,Apicomplexa,1,7933,M
ASV_8045,NA,Apicomplexa,,Apicomplexa,1,8045,M
ASV_5635,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,1,5635,Y
ASV_4823,Eimeria,Eimeria_sp._ex_Mastomys_natalensis,,Eimeria,1,4823,Y
ASV_8053,NA,Apicomplexa_sp._Phaedon_brassicae/Daegwallyeong,,Apicomplexa,1,8053,M
ASV_4830,Eimeria,Eimeria_sp._ex_Mastomys_natalensis,,Eimeria,1,4830,Y
ASV_4832,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,4832,Y
ASV_4485,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4485,Y
ASV_810,NA,Apicomplexa,,Apicomplexa,1,810,M
ASV_484,Eimeria,Eimeria,,Eimeria,8,484,Y
ASV_485,Simplicimonas,Simplicimonas_similis,0,Simplicimonas,20,485,Y
ASV_4492,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4492,Y
ASV_8271,NA,Eimeria,,Apicomplexa,1,8271,M
ASV_8385,NA,Apicomplexa_sp._Phaedon_brassicae/Daegwallyeong,,Apicomplexa,1,8385,M
ASV_564,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,5,564,Y
ASV_4501,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4501,Y
ASV_4889,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,1,4889,Y
ASV_489,Eimeria,Eimeria,,Eimeria,13,489,Y
ASV_3677,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,3677,Y
ASV_490,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,16,490,Y
ASV_370,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,13,370,Y
ASV_4906,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,4906,Y
ASV_8436,NA,Apicomplexa,,Apicomplexa,1,8436,M
ASV_8492,NA,SAR,,Eukaryota,1,8492,N
ASV_4569,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4569,Y
ASV_4919,Eimeria,Eimeria,,Eimeria,1,4919,Y
ASV_376,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,13,376,Y
ASV_4598,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4598,Y
ASV_8498,NA,SAR,,Eukaryota,1,8498,N
ASV_8532,NA,Apicomplexa,,Apicomplexa,1,8532,M
ASV_857,NA,Apicomplexa,,Apicomplexa,1,857,M
ASV_8570,NA,SAR,,Eukaryota,1,8570,N
ASV_4599,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4599,Y
ASV_4637,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4637,Y
ASV_8837,NA,Apicomplexa_sp._Phaedon_brassicae/Daegwallyeong,,Apicomplexa,1,8837,M
ASV_8868,NA,Cryptosporidium,,Apicomplexa,1,8868,M
ASV_8943,NA,Cryptosporidiidae_environmental_sample,,Apicomplexa,1,8943,M
ASV_8970,NA,SAR,,Eukaryota,1,8970,N
ASV_8999,NA,Neobalantidium_coli,,Neobalantidium_coli,1,8999,Y
ASV_4647,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4647,Y
ASV_3773,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,3773,Y
ASV_5006,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,5006,Y
ASV_5718,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,1,5718,Y
ASV_5009,Hypotrichomonas,Hypotrichomonas,,Hypotrichomonas,1,5009,Y
ASV_9158,NA,Apicomplexa_sp._Phaedon_brassicae/Daegwallyeong,,Apicomplexa,1,9158,M
ASV_5010,Eimeria,Eimeria_myoxi,,Eimeria,1,5010,Y
ASV_9206,NA,Apicomplexa,,Apicomplexa,1,9206,M
ASV_502,Eimeria,Eimeria,,Eimeria,18,502,Y
ASV_9212,NA,Apicomplexa,,Apicomplexa,1,9212,M
ASV_937,NA,Apicomplexa_sp._Phaedon_brassicae/Daegwallyeong,Apicomplexa,Apicomplexa,1,937,M
ASV_9436,NA,Cryptosporidiidae_environmental_sample,,Apicomplexa,1,9436,M
ASV_9711,NA,Cryptosporidium,,Apicomplexa,1,9711,M
ASV_5030,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,1,5030,Y
ASV_475,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,19,475,Y
ASV_9774,NA,SAR,,Eukaryota,1,9774,N
ASV_9927,NA,Apicomplexa,,Apicomplexa,1,9927,M
ASV_1353,Rhabditida,Ancylostoma_duodenale,,Ancylostoma,1,1353,Y
ASV_3209,Rhabditida,Ancylostoma_duodenale,,Ancylostoma,1,3209,Y
ASV_4960,Rhabditida,Ancylostoma_duodenale,,Ancylostoma,1,4960,Y
ASV_5895,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,1,5895,Y
ASV_5875,Rhabditida,Caenorhabditis_nigoni,,Rhabditida,1,5875,Y
ASV_2690,Rhabditida,Eukaryota,,Rhabditida,1,2690,Y
ASV_600,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,3,600,Y
ASV_4779,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4779,Y
ASV_5093,Eimeria,Eimeria,,Eimeria,1,5093,Y
ASV_479,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,21,479,Y
ASV_3847,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,3847,Y
ASV_2933,Rhabditida,Haemonchus_contortus_(barber_pole_worm),,Haemonchus_contortus,1,2933,Y
ASV_6034,Rhabditida,Labiostrongylus_bipapillosus,,Rhabditida,1,6034,Y
ASV_1778,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,1778,Y
ASV_2176,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,2176,Y
ASV_4834,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4834,Y
ASV_4861,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4861,Y
ASV_2384,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,2384,Y
ASV_515,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,15,515,Y
ASV_5153,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,1,5153,Y
ASV_5156,Eimeria,Eimeria,,Eimeria,1,5156,Y
ASV_2923,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,2923,Y
ASV_3016,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,3016,Y
ASV_3262,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,3262,Y
ASV_6074,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,1,6074,Y
ASV_3280,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,3280,Y
ASV_6162,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,1,6162,Y
ASV_519,Eimeria,Eimeria,,Eimeria,6,519,Y
ASV_3937,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,3937,Y
ASV_4039,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,4039,Y
ASV_5197,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,5197,Y
ASV_3889,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,3889,Y
ASV_3938,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,3938,Y
ASV_7066,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,1,7066,Y
ASV_4067,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,4067,Y
ASV_5203,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,1,5203,Y
ASV_4254,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,4254,Y
ASV_5221,Eimeria,Eimeria,,Eimeria,1,5221,Y
ASV_4875,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4875,Y
ASV_7460,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,1,7460,Y
ASV_7684,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,1,7684,Y
ASV_524,Eimeria,Eimeria,,Eimeria,2,524,Y
ASV_3945,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,3945,Y
ASV_3964,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,3964,Y
ASV_5258,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,5258,Y
ASV_4915,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4915,Y
ASV_5283,Eimeria,Eimeria_polita,,Eimeria,1,5283,Y
ASV_4942,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4942,Y
ASV_4588,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,4588,Y
ASV_5296,Eimeria,Eimeria_ferrisi,,Eimeria,1,5296,Y
ASV_4911,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,4911,Y
ASV_5307,Eimeria,Eimeria,,Eimeria,1,5307,Y
ASV_4953,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4953,Y
ASV_399,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,9,399,Y
ASV_4983,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,4983,Y
ASV_40,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,121,40,Y
ASV_533,Eimeria,Eimeria,,Eimeria,5,533,Y
ASV_4944,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,4944,Y
ASV_6020,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,6020,Y
ASV_5034,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5034,Y
ASV_5343,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,5343,Y
ASV_6526,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,6526,Y
ASV_6577,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,6577,Y
ASV_5092,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5092,Y
ASV_670,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,670,Y
ASV_5361,Eimeria,Eimeria,,Eimeria,1,5361,Y
ASV_5362,Eimeria,Eimeria,,Eimeria,1,5362,Y
ASV_7071,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,7071,Y
ASV_5369,Eimeria,Eimeria_sp._ex_Mastomys_natalensis,,Eimeria,1,5369,Y
ASV_4057,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4057,Y
ASV_8347,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,1,8347,Y
ASV_877,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,2,877,Y
ASV_8841,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,1,8841,Y
ASV_5380,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,1,5380,Y
ASV_4117,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4117,Y
ASV_4159,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4159,Y
ASV_1940,Rhabditida,Oscheius_sp._MCB,,Oscheius,1,1940,Y
ASV_4166,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4166,Y
ASV_51,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,34,51,Y
ASV_4234,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4234,Y
ASV_322,Rhabditida,Oscheius_sp._MCB,,Oscheius,1,322,Y
ASV_4259,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4259,Y
ASV_3838,Rhabditida,Oscheius_sp._MCB,,Oscheius,1,3838,Y
ASV_9261,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,1,9261,Y
ASV_513,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,21,513,Y
ASV_4298,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4298,Y
ASV_5055,Rhabditida,Oscheius_sp._MCB,,Oscheius,1,5055,Y
ASV_5588,Rhabditida,Oscheius_sp._MCB,,Oscheius,1,5588,Y
ASV_529,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,19,529,Y
ASV_547,Blastocystis,Blastocystis_sp._CJ99-284,,Blastocystis,10,547,Y
ASV_548,Hepatozoon,Hepatozoon,,Hepatozoon,8,548,Y
ASV_4547,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4547,Y
ASV_952,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,2,952,Y
ASV_549,Eimeria,Eimeria,,Eimeria,5,549,Y
ASV_5309,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5309,Y
ASV_550,Eimeria,Eimeria,,Eimeria,3,550,Y
ASV_8329,Rhabditida,Ostertagia_ostertagi,,Ostertagia,1,8329,Y
ASV_1967,Rhabditida,Rhabditida,,Rhabditida,1,1967,Y
ASV_5529,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,1,5529,Y
ASV_5530,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,1,5530,Y
ASV_554,Eimeria,Eimeria,,Eimeria,14,554,Y
ASV_2681,Rhabditida,Rhabditida,,Rhabditida,1,2681,Y
ASV_1344,Tetratrichomonas,Tetratrichomonas_gallinarum,,Tetratrichomonas,2,1344,Y
ASV_5320,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5320,Y
ASV_455,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,12,455,Y
ASV_2756,Rhabditida,Rhabditida,,Rhabditida,1,2756,Y
ASV_5339,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5339,Y
ASV_4638,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,2,4638,Y
ASV_2969,Rhabditida,Rhabditida,,Rhabditida,1,2969,Y
ASV_535,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,23,535,Y
ASV_4650,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4650,Y
ASV_3225,Rhabditida,Rhabditida,,Rhabditida,1,3225,Y
ASV_559,Eimeria,Eimeria,,Eimeria,15,559,Y
ASV_4088,Tetratrichomonas,Tetratrichomonas_gallinarum,,Tetratrichomonas,1,4088,Y
ASV_5599,Eimeria,Eimeria,,Eimeria,1,5599,Y
ASV_5411,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5411,Y
ASV_3269,Rhabditida,Rhabditida,,Rhabditida,1,3269,Y
ASV_5618,Elev-18S-1089,Cryptosporidiidae_environmental_sample,Cryptosporidiidae,Apicomplexa,1,5618,M
ASV_4696,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4696,Y
ASV_4901,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,4901,Y
ASV_3837,Rhabditida,Rhabditida,,Rhabditida,1,3837,Y
ASV_520,Tetratrichomonas,Tetratrichomonas_gallinarum,,Tetratrichomonas,3,520,Y
ASV_3883,Rhabditida,Rhabditida,,Rhabditida,1,3883,Y
ASV_5230,Tetratrichomonas,Tetratrichomonas_gallinarum,,Tetratrichomonas,1,5230,Y
ASV_4171,Rhabditida,Rhabditida,,Rhabditida,1,4171,Y
ASV_4279,Rhabditida,Rhabditida,,Rhabditida,1,4279,Y
ASV_5426,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,2,5426,Y
ASV_5657,Spirurida,Spirurida,,Spirurida,1,5657,Y
ASV_5466,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5466,Y
ASV_4336,Rhabditida,Rhabditida,,Rhabditida,1,4336,Y
ASV_5417,Rhabditida,Rhabditida,,Rhabditida,1,5417,Y
ASV_5495,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5495,Y
ASV_5567,Rhabditida,Rhabditida,,Rhabditida,1,5567,Y
ASV_510,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,4,510,Y
ASV_5198,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,5198,Y
ASV_5852,Rhabditida,Rhabditida,,Rhabditida,1,5852,Y
ASV_5550,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5550,Y
ASV_1424,unclassified_Tritrichomonadea,Tritrichomonas_muris,,Tritrichomonas,4,1424,Y
ASV_6364,Rhabditida,Rhabditida,,Rhabditida,1,6364,Y
ASV_5373,Tetratrichomonas,Tetratrichomonas_gallinarum,,Tetratrichomonas,1,5373,Y
ASV_1902,unclassified_Tritrichomonadea,Tritrichomonas,,Tritrichomonas,2,1902,Y
ASV_5562,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5562,Y
ASV_5744,Eimeria,Eimeria,,Eimeria,1,5744,Y
ASV_525,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,7,525,Y
ASV_6565,Rhabditida,Rhabditida,,Rhabditida,1,6565,Y
ASV_7431,Rhabditida,Rhabditida,,Rhabditida,1,7431,Y
ASV_578,Eimeria,Eimeria,,Eimeria,7,578,Y
ASV_5795,Eimeria,Eimeria,,Eimeria,1,5795,Y
ASV_537,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,8,537,Y
ASV_7931,Rhabditida,Rhabditida,,Rhabditida,1,7931,Y
ASV_5814,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,1,5814,Y
ASV_557,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,4,557,Y
ASV_8179,Rhabditida,Rhabditida,,Rhabditida,1,8179,Y
ASV_5830,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,1,5830,Y
ASV_584,Eimeria,Eimeria,,Eimeria,11,584,Y
ASV_9127,Rhabditida,Rhabditida,,Rhabditida,1,9127,Y
ASV_5854,Eimeria,Eimeria,,Eimeria,1,5854,Y
ASV_586,Blastocystis,Blastocystis_hominis,,Blastocystis,5,586,Y
ASV_541,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,9,541,Y
ASV_5418,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,5418,Y
ASV_6163,Rhabditida,Rhabditis_sp._SB347,,Rhabditida,1,6163,Y
ASV_4591,Rhabditida,Strongyloides_venezuelensis,,Rhabditida,1,4591,Y
ASV_544,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,11,544,Y
ASV_5890,Eimeria,Eimeria,,Eimeria,1,5890,Y
ASV_5592,Tetratrichomonas,Tetratrichomonas_gallinarum,,Tetratrichomonas,1,5592,Y
ASV_5903,Eimeria,Eimeria,,Eimeria,1,5903,Y
ASV_5904,Hepatozoon,Hepatozoon,,Hepatozoon,1,5904,Y
ASV_5486,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,5486,Y
ASV_5925,Eimeria,Eimeria_porci,,Eimeria,1,5925,Y
ASV_3931,Simplicimonas,Eukaryota,,Simplicimonas,1,3931,Y
ASV_4051,Simplicimonas,Eukaryota,,Simplicimonas,1,4051,Y
ASV_5575,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,5575,Y
ASV_5938,Ascaridida,Ascaridida,,Ascaridida,1,5938,Y
ASV_4956,Simplicimonas,Eukaryota,,Simplicimonas,1,4956,Y
ASV_5953,Eimeria,Eimeria_sp._ex_Apodemus_agrarius,,Eimeria,1,5953,Y
ASV_5229,Simplicimonas,Eukaryota,,Simplicimonas,1,5229,Y
ASV_5964,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,5964,Y
ASV_597,Eimeria,Eimeria,,Eimeria,8,597,Y
ASV_560,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,11,560,Y
ASV_10305,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,1,10305,Y
ASV_5263,Simplicimonas,Eukaryota,,Simplicimonas,1,5263,Y
ASV_5654,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5654,Y
ASV_7410,Simplicimonas,Eukaryota,,Simplicimonas,1,7410,Y
ASV_126,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,14,126,Y
ASV_6000,Eimeria,Eimeria,,Eimeria,1,6000,Y
ASV_5626,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,5626,Y
ASV_5133,Simplicimonas,Simplicimonas,,Simplicimonas,1,5133,Y
ASV_602,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,11,602,Y
ASV_6534,Simplicimonas,Simplicimonas,,Simplicimonas,1,6534,Y
ASV_6021,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,6021,Y
ASV_603,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,5,603,Y
ASV_6033,Eimeria,Eimeria_sp._ex_Mastomys_natalensis,,Eimeria,1,6033,Y
ASV_6846,Simplicimonas,Simplicimonas,,Simplicimonas,1,6846,Y
ASV_7582,Simplicimonas,Simplicimonas,,Simplicimonas,1,7582,Y
ASV_2573,Tetratrichomonas,Eukaryota,,Tetratrichomonas,1,2573,Y
ASV_1364,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,1,1364,Y
ASV_566,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,19,566,Y
ASV_568,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,16,568,Y
ASV_5932,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,5932,Y
ASV_6052,Blastocystis,Blastocystis,,Blastocystis,1,6052,Y
ASV_6068,Eimeria,Eimeria,,Eimeria,1,6068,Y
ASV_605,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,7,605,Y
ASV_3872,Tetratrichomonas,Eukaryota,,Tetratrichomonas,1,3872,Y
ASV_607,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,4,607,Y
ASV_1383,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,4,1383,Y
ASV_2895,Trichocephalida,Mammalia,Eukaryota,Eukaryota,1,2895,N
ASV_610,Eimeria,Eimeria,,Eimeria,1,610,Y
ASV_5704,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5704,Y
ASV_6142,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,6142,Y
ASV_6112,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,6112,Y
ASV_6113,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,1,6113,Y
ASV_6114,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,1,6114,Y
ASV_3680,Trichocephalida,Eucoleus_sp._Toda-2010c,Nematoda,Eukaryota,1,3680,N
ASV_3997,Trichocephalida,Eucoleus_sp._Toda-2010c,,Eukaryota,1,3997,N
ASV_3519,Trichosporon,Fungi,,Trichosporon,1,3519,M
ASV_5736,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5736,Y
ASV_2132,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,2,2132,Y
ASV_618,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,8,618,Y
ASV_3999,Trichosporon,Fungi,,Trichosporon,1,3999,M
ASV_4074,Trichosporon,Fungi,,Trichosporon,1,4074,M
ASV_5676,Trichosporon,Fungi,,Trichosporon,1,5676,M
ASV_220,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,17,220,Y
ASV_5931,Trichosporon,Fungi,,Trichosporon,1,5931,M
ASV_5976,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,5976,Y
ASV_6381,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,6381,Y
ASV_599,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,18,599,Y
ASV_6500,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,6500,Y
ASV_6042,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6042,Y
ASV_6070,Trichosporon,Fungi,,Trichosporon,1,6070,M
ASV_62,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,83,62,Y
ASV_6043,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6043,Y
ASV_6523,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,6523,Y
ASV_611,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,21,611,Y
ASV_6216,Blastocystis,Blastocystis_sp._OSU14,,Blastocystis,1,6216,Y
ASV_6363,Trichosporon,Fungi,,Trichosporon,1,6363,M
ASV_9008,Trichosporon,Fungi,,Trichosporon,1,9008,M
ASV_9995,Trichosporon,Fungi,,Trichosporon,1,9995,M
ASV_3112,Trichosporon,Opisthokonta,,Trichosporon,1,3112,M
ASV_11845,Tritrichomonas,Eukaryota,,Tritrichomonas,1,11845,Y
ASV_2979,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,2,2979,Y
ASV_6773,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,6773,Y
ASV_2162,Tritrichomonas,Eukaryota,,Tritrichomonas,1,2162,Y
ASV_3217,Tritrichomonas,Eukaryota,,Tritrichomonas,1,3217,Y
ASV_6258,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,6258,Y
ASV_3490,Tritrichomonas,Eukaryota,,Tritrichomonas,1,3490,Y
ASV_6797,Tritrichomonas,Tritrichomonas_muris,,Tritrichomonas,1,6797,Y
ASV_614,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,17,614,Y
ASV_3051,Tetratrichomonas,Tetratrichomonas_limacis,,Tetratrichomonas,1,3051,Y
ASV_617,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,15,617,Y
ASV_6183,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,6183,Y
