ASV,best_id,best_id_dada,NCBI_id,final_id,n,ASV_number,Parasite
ASV_10,Tritrichomonas,Tritrichomonas,0,Tritrichomonas,181,10,Y
ASV_1003,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,6,1003,Y
ASV_6,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,143,6,Y
ASV_10072,Eimeria,Eimeria,,Eimeria,1,10072,Y
ASV_1008,Eimeria,Eimeria,,Eimeria,7,1008,Y
ASV_10095,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,10095,Y
ASV_10096,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,10096,Y
ASV_1012,Tetratrichomonas,Tetratrichomonas_buttreyi,,Tetratrichomonas,2,1012,Y
ASV_35,Trichosporon,Fungi,Trichosporon,Trichosporon,112,35,M
ASV_102,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,22,102,Y
ASV_25,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,89,25,Y
ASV_1021,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,6,1021,Y
ASV_3075,unclassified_Eimeriorina,Eimeria,,Eimeria,2,3075,Y
ASV_93,Trichosporon,Fungi,,Trichosporon,84,93,M
ASV_89,Trichosporon,Fungi,,Trichosporon,59,89,M
ASV_206,Trichosporon,Fungi,,Trichosporon,41,206,M
ASV_103,Eimeria,Eimeria,,Eimeria,17,103,Y
ASV_3669,unclassified_Eimeriorina,Eimeria,,Eimeria,1,3669,Y
ASV_57,Blastocystis,Eukaryota,Blastocystis,Blastocystis,32,57,Y
ASV_48,Hexamastix,Eukaryota,Hexamastix,Hexamastix,28,48,Y
ASV_208,NA,SAR,Apicomplexa,Apicomplexa,23,208,M
ASV_481,unclassified_Parabasalia,Simplicimonas_similis,Simplicimonas,Simplicimonas,23,481,Y
ASV_154,Rhabditida,Rhabditida,,Rhabditida,22,154,Y
ASV_1040,Eimeria,Eimeria,,Eimeria,3,1040,Y
ASV_460,Simplicimonas,Simplicimonas,,Simplicimonas,21,460,Y
ASV_179,Hexamastix,Eukaryota,,Hexamastix,20,179,Y
ASV_105,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,26,105,Y
ASV_582,Simplicimonas,Eukaryota,Simplicimonas,Simplicimonas,19,582,Y
ASV_496,unclassified_Parabasalia,Simplicimonas_similis,Simplicimonas,Simplicimonas,19,496,Y
ASV_53,Rhabditida,Rhabditida,,Rhabditida,18,53,Y
ASV_293,NA,Apicomplexa,,Apicomplexa,17,293,M
ASV_106,Eimeria,Eimeria_sp._ex_Apodemus_agrarius,,Eimeria,7,106,Y
ASV_10611,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,10611,Y
ASV_10671,Eimeria,Eimeria_myoxi,,Eimeria,1,10671,Y
ASV_654,Simplicimonas,Eukaryota,Simplicimonas,Simplicimonas,17,654,Y
ASV_418,unclassified_Parabasalia,Hypotrichomonas_sanderai,Tritrichomonas,Tritrichomonas,17,418,Y
ASV_501,unclassified_Parabasalia,Tritrichomonas_muris,,Tritrichomonas,14,501,Y
ASV_827,unclassified_Parabasalia,Simplicimonas_similis,Simplicimonas,Simplicimonas,13,827,Y
ASV_1071,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,4,1071,Y
ASV_177,Rhabditida,Labiostrongylus_bipapillosus,,Rhabditida,12,177,Y
ASV_741,Trichosporon,Opisthokonta,Trichosporon,Trichosporon,12,741,M
ASV_10735,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,10735,Y
ASV_473,Tritrichomonas,Eukaryota,Tritrichomonas,Tritrichomonas,12,473,Y
ASV_10767,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,10767,Y
ASV_866,unclassified_Hypotrichomonadea,Trichomitus_batrachorum,Hypotrichomonas,Hypotrichomonas,12,866,Y
ASV_1079,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,1079,Y
ASV_252,NA,Entamoeba,Entamoeba,Entamoeba,11,252,Y
ASV_1081,Eimeria,Eimeria_ferrisi,,Eimeria,3,1081,Y
ASV_5680,unclassified_Eimeriorina,Eimeria,,Eimeria,1,5680,Y
ASV_10822,unclassified_Eucestoda,Cyclophyllidea,,Cyclophyllidea,1,10822,Y
ASV_2988,unclassified_Eucestoda,Cyclophyllidea,,Cyclophyllidea,1,2988,Y
ASV_540,Animalia,Nippostrongylus_brasiliensis,Nippostrongylus_brasiliensis,Nippostrongylus_brasiliensis,10,540,Y
ASV_480,Rhabditida,Rhabditida,,Rhabditida,10,480,Y
ASV_1090,Eimeria,Eimeria_polita,,Eimeria,1,1090,Y
ASV_10900,Blastocystis,Blastocystis_sp._OSU14,,Blastocystis,1,10900,Y
ASV_643,Rhabditida,Rhabditida,,Rhabditida,10,643,Y
ASV_3639,unclassified_Eucestoda,Cyclophyllidea,,Cyclophyllidea,1,3639,Y
ASV_10938,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,10938,Y
ASV_891,Simplicimonas,Eukaryota,Simplicimonas,Simplicimonas,10,891,Y
ASV_649,unclassified_Parabasalia,Simplicimonas,Simplicimonas,Simplicimonas,10,649,Y
ASV_724,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,10,724,Y
ASV_214,Hexamastix,Silene_conica,Hexamastix,Hexamastix,9,214,Y
ASV_1103,Hypotrichomonas,Hypotrichomonas,,Hypotrichomonas,5,1103,Y
ASV_273,Hexamastix,Eukaryota,Hexamastix,Hexamastix,9,273,Y
ASV_1107,Eimeria,Eimeria,,Eimeria,6,1107,Y
ASV_1108,Eimeria,Eimeria_myoxi,,Eimeria,3,1108,Y
ASV_188,NA,SAR,Eukaryota,Eukaryota,9,188,N
ASV_622,Rhabditida,Rhabditida,,Rhabditida,9,622,Y
ASV_971,Tritrichomonas,Eukaryota,Tritrichomonas,Tritrichomonas,9,971,Y
ASV_573,unclassified_Trichostomatia,Neobalantidium_coli,Balantiodes coli,Neobalantidium_coli,9,573,Y
ASV_6151,unclassified_Eucestoda,Cyclophyllidea,,Cyclophyllidea,1,6151,Y
ASV_1113,Eimeria,Eimeria,,Eimeria,4,1113,Y
ASV_1045,Eimeria,Eukaryota,,Eimeria,8,1045,Y
ASV_1115,Cyclophyllidea,Hymenolepis_diminuta,,Hymenolepis_diminuta,3,1115,Y
ASV_166,Hexamastix,Eukaryota,,Hexamastix,8,166,Y
ASV_507,NA,SAR,,Eukaryota,8,507,N
ASV_1121,Hepatozoon,Hepatozoon,,Hepatozoon,9,1121,Y
ASV_11219,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,11219,Y
ASV_1122,Trichoderma,Trichoderma,,Trichoderma,1,1122,N
ASV_11234,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,11234,Y
ASV_1125,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,4,1125,Y
ASV_616,Blastocystis,Mrakia_blollopis,Blastocystis,Blastocystis,7,616,Y
ASV_885,Elev-18S-1089,Cryptosporidiidae_environmental_sample,Apicomplexa,Apicomplexa,7,885,M
ASV_92,Hexamastix,Eukaryota,,Hexamastix,7,92,Y
ASV_1204,NA,Eimeria_sp._ex_Apodemus_agrarius,Eimeria,Eimeria,7,1204,Y
ASV_1479,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,7,1479,Y
ASV_114,Eimeria,Eimeria,,Eimeria,49,114,Y
ASV_806,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,7,806,Y
ASV_858,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,7,858,Y
ASV_1143,Eimeria,Eimeria,,Eimeria,2,1143,Y
ASV_1223,Elev-18S-1089,Cryptosporidiidae_environmental_sample,,Apicomplexa,6,1223,M
ASV_260,NA,SAR,,Eukaryota,6,260,N
ASV_669,NA,Entamoeba_gingivalis,Entamoeba_polecki,Entamoeba,6,669,Y
ASV_11516,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,11516,Y
ASV_1154,Eimeria,Eimeria,,Eimeria,8,1154,Y
ASV_680,Rhabditida,Rhabditida,,Rhabditida,6,680,Y
ASV_636,Tritrichomonas,Eukaryota,,Tritrichomonas,6,636,Y
ASV_1102,unclassified_Dikarya,Trichosporon,Eukaryota,Eukaryota,6,1102,N
ASV_1159,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,6,1159,Y
ASV_1256,unclassified_Parabasalia,Hypotrichomonas_mariae,,Hypotrichomonas,6,1256,Y
ASV_974,unclassified_Parabasalia,Hypotrichomonas_mariae,,Hypotrichomonas,6,974,Y
ASV_1172,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,5,1172,Y
ASV_11137,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,1,11137,Y
ASV_1571,Cryptosporidium,Colpodella_tetrahymenae,Colpodella,Apicomplexa,5,1571,M
ASV_1173,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,8,1173,Y
ASV_10841,unclassified_Hypotrichomonadea,Hypotrichomonas_sanderai,,Hypotrichomonas,1,10841,Y
ASV_587,Hexamastix,Eukaryota,,Hexamastix,5,587,Y
ASV_865,Hexamastix,Eukaryota,,Hexamastix,5,865,Y
ASV_11114,unclassified_Hypotrichomonadea,Hypotrichomonas_imitans,,Hypotrichomonas,1,11114,Y
ASV_1058,Tritrichomonas,Tritrichomonas,,Tritrichomonas,6,1058,Y
ASV_1074,Tritrichomonas,Tritrichomonas,,Tritrichomonas,4,1074,Y
ASV_709,NA,Entamoeba,Entamoeba_muris,Entamoeba,5,709,Y
ASV_1111,Tritrichomonas,Tritrichomonas,,Tritrichomonas,1,1111,Y
ASV_119,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,19,119,Y
ASV_11268,Tritrichomonas,Tritrichomonas,,Tritrichomonas,1,11268,Y
ASV_967,NA,Apicomplexa,,Apicomplexa,5,967,M
ASV_1192,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,4,1192,Y
ASV_1086,Rhabditida,Ancylostoma_duodenale,,Rhabditida,5,1086,Y
ASV_1092,Rhabditida,Rhabditida,,Rhabditida,5,1092,Y
ASV_1296,Rhabditida,Rhabditida,,Rhabditida,5,1296,Y
ASV_11368,Tritrichomonas,Tritrichomonas,,Tritrichomonas,1,11368,Y
ASV_898,Rhabditida,Rhabditida,,Rhabditida,5,898,Y
ASV_1423,Simplicimonas,Eukaryota,Simplicimonas,Simplicimonas,5,1423,Y
ASV_121,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,23,121,Y
ASV_1674,Tritrichomonas,Eukaryota,,Tritrichomonas,5,1674,Y
ASV_1218,Eimeria,Eimeria,,Eimeria,1,1218,Y
ASV_122,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,27,122,Y
ASV_12213,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,12213,Y
ASV_977,Tritrichomonas,Eukaryota,,Tritrichomonas,5,977,Y
ASV_1878,unclassified_Hypotrichomonadea,Trichomitus_batrachorum,Hypotrichomonadidae,Hypotrichomonadidae,5,1878,Y
ASV_1226,Eimeria,Eimeria,,Eimeria,6,1226,Y
ASV_1234,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,4,1234,Y
ASV_1892,unclassified_Hypotrichomonadea,Hypotrichomonas_imitans,,Hypotrichomonas,5,1892,Y
ASV_1093,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,5,1093,Y
ASV_1145,unclassified_Parabasalia,Simplicimonas,,Simplicimonas,5,1145,Y
ASV_1255,unclassified_Trichostomatia,Neobalantidium_coli,Balantiodes coli,Neobalantidium_coli,5,1255,Y
ASV_124,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,24,124,Y
ASV_1243,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,3,1243,Y
ASV_1319,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,5,1319,Y
ASV_1247,Oligacanthorhynchida,Moniliformis_moniliformis,,Moniliformis_moniliformis,1,1247,Y
ASV_12483,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,12483,Y
ASV_12489,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,12489,Y
ASV_1148,Tritrichomonas,Tritrichomonas,,Tritrichomonas,2,1148,Y
ASV_1165,Tritrichomonas,Tritrichomonas,,Tritrichomonas,8,1165,Y
ASV_1254,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,2,1254,Y
ASV_1166,Tritrichomonas,Tritrichomonas,,Tritrichomonas,5,1166,Y
ASV_1389,unclassified_Trichostomatia,Neobalantidium_coli,,Neobalantidium_coli,5,1389,Y
ASV_2603,unclassified_Hypotrichomonadea,Hypotrichomonas_imitans,,Hypotrichomonas,3,2603,Y
ASV_1407,Animalia,Syphacia_obvelata,Animalia,Animalia,4,1407,N
ASV_14429,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,1,14429,Y
ASV_1183,Tritrichomonas,Tritrichomonas,,Tritrichomonas,2,1183,Y
ASV_2980,unclassified_Hypotrichomonadea,Hypotrichomonas_imitans,,Hypotrichomonas,2,2980,Y
ASV_2158,Animalia,Spirurida,Spirurida,Spirurida,4,2158,Y
ASV_127,Eimeria,Eimeria,,Eimeria,48,127,Y
ASV_128,Eimeria,Eimeria_sp._ex_Apodemus_agrarius,,Eimeria,19,128,Y
ASV_934,Animalia,Nippostrongylus_brasiliensis,Nippostrongylus_brasiliensis,Nippostrongylus_brasiliensis,4,934,Y
ASV_1284,Eimeria,Eimeria,,Eimeria,3,1284,Y
ASV_1292,Eimeria,Eimeria_ferrisi,,Eimeria,1,1292,Y
ASV_1190,Tritrichomonas,Tritrichomonas,,Tritrichomonas,5,1190,Y
ASV_1157,Hexamastix,Silene_conica,Hexamastix,Hexamastix,4,1157,Y
ASV_1042,NA,Apicomplexa,Apicomplexa,Apicomplexa,4,1042,M
ASV_3126,unclassified_Hypotrichomonadea,Hypotrichomonas_imitans,,Hypotrichomonas,1,3126,Y
ASV_125,Tritrichomonas,Tritrichomonas,,Tritrichomonas,24,125,Y
ASV_130,Eimeria,Eimeria,,Eimeria,20,130,Y
ASV_1300,Eimeria,Eimeria,,Eimeria,4,1300,Y
ASV_1080,NA,Cryptosporidium,Colpodella,Apicomplexa,4,1080,M
ASV_1330,NA,Entamoeba,Entamoeba,Entamoeba,4,1330,Y
ASV_1304,Eimeria,Eimeria,,Eimeria,5,1304,Y
ASV_1388,NA,Apicomplexa,Apicomplexa,Apicomplexa,4,1388,M
ASV_13081,Eimeria,Eimeria_sp._ex_Apodemus_agrarius,,Eimeria,1,13081,Y
ASV_2513,NA,SAR,,Eukaryota,4,2513,N
ASV_711,NA,Cryptosporidium,,Apicomplexa,4,711,M
ASV_1310,Tritrichomonas,Tritrichomonas,,Tritrichomonas,5,1310,Y
ASV_1136,Rhabditida,Nippostrongylus_brasiliensis,,Nippostrongylus_brasiliensis,4,1136,Y
ASV_1313,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,5,1313,Y
ASV_1174,Rhabditida,Rhabditida,,Rhabditida,4,1174,Y
ASV_1591,Rhabditida,Haemonchus_contortus_(barber_pole_worm),Haemonchus_contortus,Haemonchus_contortus,4,1591,Y
ASV_14496,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,1,14496,Y
ASV_1731,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,4,1731,Y
ASV_132,Neobalantidium,Neobalantidium_coli,,Neobalantidium_coli,26,132,Y
ASV_1321,Oligacanthorhynchida,Moniliformis_moniliformis,,Moniliformis_moniliformis,1,1321,Y
ASV_2045,Simplicimonas,Simplicimonas,,Simplicimonas,4,2045,Y
ASV_1331,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,4,1331,Y
ASV_1532,unclassified_Onygenaceae,Coccidioides,Onygenaceae,Onygenaceae,4,1532,N
ASV_13378,Tritrichomonas,Tritrichomonas,,Tritrichomonas,1,13378,Y
ASV_1155,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,4,1155,Y
ASV_1920,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,6,1920,Y
ASV_13441,Eimeria,Eimeria,,Eimeria,1,13441,Y
ASV_1440,unclassified_Parabasalia,Tritrichomonas,,Tritrichomonas,4,1440,Y
ASV_1349,Eimeria,Eimeria,,Eimeria,1,1349,Y
ASV_1448,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,4,1448,Y
ASV_1358,Hypotrichomonas,Hypotrichomonas,,Hypotrichomonas,5,1358,Y
ASV_1362,Tritrichomonas,Tritrichomonas,,Tritrichomonas,2,1362,Y
ASV_1521,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,4,1521,Y
ASV_1374,Tritrichomonas,Tritrichomonas,,Tritrichomonas,1,1374,Y
ASV_1363,Eimeria,Eimeria,,Eimeria,1,1363,Y
ASV_1602,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,4,1602,Y
ASV_1972,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,1,1972,Y
ASV_137,Eimeria,Eimeria,,Eimeria,18,137,Y
ASV_1400,Tritrichomonas,Tritrichomonas,,Tritrichomonas,3,1400,Y
ASV_1376,Blastocystis,Blastocystis_sp._OSU14,,Blastocystis,3,1376,Y
ASV_2001,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,5,2001,Y
ASV_1386,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,4,1386,Y
ASV_1844,unclassified_Trichomonadea,Simplicimonas_similis,,Simplicimonas,4,1844,Y
ASV_1614,Animalia,Rhabditida,,Rhabditida,3,1614,Y
ASV_2709,Cryptosporidium,uncultured_alveolate,uncultured_alveolate,Apicomplexa,3,2709,M
ASV_1419,Tritrichomonas,Tritrichomonas,,Tritrichomonas,2,1419,Y
ASV_1347,Elev-18S-1089,Cryptosporidiidae_environmental_sample,Eimeriorina,Apicomplexa,3,1347,M
ASV_1421,Tritrichomonas,Tritrichomonas,,Tritrichomonas,7,1421,Y
ASV_2088,Elev-18S-1089,Cryptosporidiidae_environmental_sample,,Apicomplexa,3,2088,M
ASV_1402,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,5,1402,Y
ASV_914,Hexamastix,Eukaryota,,Hexamastix,3,914,Y
ASV_3543,unclassified_Hypotrichomonadea,Hypotrichomonas,,Hypotrichomonas,1,3543,Y
ASV_1466,NA,Entamoeba,,Entamoeba,3,1466,Y
ASV_1694,NA,Cryptosporidium,,Apicomplexa,3,1694,M
ASV_2126,NA,Entamoeba,Entamoeba,Entamoeba,3,2126,Y
ASV_2127,NA,Cryptosporidiidae_environmental_sample,,Apicomplexa,3,2127,M
ASV_237,NA,Apicomplexa,,Apicomplexa,3,237,M
ASV_1024,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,9,1024,Y
ASV_2930,NA,SAR,,Eukaryota,3,2930,N
ASV_1414,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,2,1414,Y
ASV_1039,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,6,1039,Y
ASV_1417,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,3,1417,Y
ASV_1427,Tritrichomonas,Tritrichomonas,,Tritrichomonas,1,1427,Y
ASV_1073,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,7,1073,Y
ASV_1470,Tritrichomonas,Tritrichomonas,,Tritrichomonas,2,1470,Y
ASV_3682,NA,SAR,,Eukaryota,3,3682,N
ASV_111,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,65,111,Y
ASV_99,NA,Apicomplexa,Apicomplexa,Apicomplexa,3,99,M
ASV_11100,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,11100,Y
ASV_1487,Tritrichomonas,Tritrichomonas,,Tritrichomonas,2,1487,Y
ASV_1109,Rhabditida,Oscheius_sp._MCB,Oscheius,Oscheius,3,1109,Y
ASV_4027,unclassified_Hypotrichomonadea,Hypotrichomonas_imitans,,Hypotrichomonas,1,4027,Y
ASV_1435,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,3,1435,Y
ASV_5811,unclassified_Hypotrichomonadea,Hypotrichomonas_imitans,,Hypotrichomonas,1,5811,Y
ASV_2064,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,2,2064,Y
ASV_1258,Rhabditida,Rhabditida,,Rhabditida,3,1258,Y
ASV_5960,unclassified_Hypotrichomonadea,Hypotrichomonadea,,Hypotrichomonas,1,5960,Y
ASV_2136,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,2,2136,Y
ASV_14497,Blastocystis,Blastocystis_sp._subtype_14_Cow1,,Blastocystis,1,14497,Y
ASV_1116,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,7,1116,Y
ASV_1491,Tritrichomonas,Tritrichomonas,,Tritrichomonas,3,1491,Y
ASV_1458,Eimeria,Eimeria_ferrisi,,Eimeria,1,1458,Y
ASV_1459,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,4,1459,Y
ASV_146,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,30,146,Y
ASV_1422,Rhabditida,Rhabditida,,Rhabditida,3,1422,Y
ASV_3948,Rhabditida,Ostertagia_ostertagi,,Ostertagia,3,3948,Y
ASV_1497,Tritrichomonas,Tritrichomonas,,Tritrichomonas,3,1497,Y
ASV_1546,Tritrichomonas,Tritrichomonas,,Tritrichomonas,3,1546,Y
ASV_1469,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,3,1469,Y
ASV_1590,Tritrichomonas,Tritrichomonas,,Tritrichomonas,4,1590,Y
ASV_1131,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,8,1131,Y
ASV_2383,Simplicimonas,Simplicimonas,,Simplicimonas,3,2383,Y
ASV_472,Spirurida,Salmonema_ephemeridarum,Salmonema,Salmonema,3,472,N
ASV_148,Eimeria,Eimeria_sp._ex_Apodemus_agrarius,,Eimeria,11,148,Y
ASV_1759,Trichocephalida,Eucoleus_sp._Toda-2010c,Eukaryota,Eukaryota,3,1759,N
ASV_1483,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,1,1483,Y
ASV_2594,Tritrichomonas,Eukaryota,,Tritrichomonas,3,2594,Y
ASV_1626,Tritrichomonas,Tritrichomonas,,Tritrichomonas,4,1626,Y
ASV_1984,unclassified_Dikarya,Trichosporon,Eukaryota,Eukaryota,3,1984,N
ASV_149,Trichomitus,Trichomitus_batrachorum,,Trichomitus_batrachorum,16,149,Y
ASV_1707,Tritrichomonas,Tritrichomonas,,Tritrichomonas,3,1707,Y
ASV_1493,Eimeria,Eimeria,,Eimeria,1,1493,Y
ASV_1708,Tritrichomonas,Tritrichomonas,,Tritrichomonas,1,1708,Y
ASV_1149,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,7,1149,Y
ASV_15,Blastocystis,Blastocystis_sp._subtype_3,0,Blastocystis,2,15,Y
ASV_1732,Tritrichomonas,Tritrichomonas,,Tritrichomonas,2,1732,Y
ASV_1864,Tritrichomonas,Tritrichomonas,,Tritrichomonas,3,1864,Y
ASV_1506,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,4,1506,Y
ASV_1511,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,4,1511,Y
ASV_191,Tritrichomonas,Tritrichomonas,,Tritrichomonas,24,191,Y
ASV_1185,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,2,1185,Y
ASV_1337,unclassified_Parabasalia,Hypotrichomonas_sanderai,Hypotrichomonas,Hypotrichomonas,3,1337,Y
ASV_1486,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,3,1486,Y
ASV_1963,Tritrichomonas,Tritrichomonas,,Tritrichomonas,3,1963,Y
ASV_15264,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,15264,Y
ASV_1541,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,3,1541,Y
ASV_153,Eimeria,Eimeria,,Eimeria,34,153,Y
ASV_15305,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,1,15305,Y
ASV_1531,Eimeria,Eimeria,,Eimeria,3,1531,Y
ASV_1682,unclassified_Parabasalia,Hypotrichomonas_sanderai,,Hypotrichomonas,3,1682,Y
ASV_2317,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,3,2317,Y
ASV_1540,Eimeria,Eimeria,,Eimeria,2,1540,Y
ASV_457,unclassified_Parabasalia,Simplicimonas_similis,,Simplicimonas,3,457,Y
ASV_1980,Tritrichomonas,Tritrichomonas,,Tritrichomonas,3,1980,Y
ASV_1550,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,2,1550,Y
ASV_156,Eimeria,Eimeria,,Eimeria,43,156,Y
ASV_11961,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,11961,Y
ASV_1563,Eimeria,Eimeria,,Eimeria,2,1563,Y
ASV_15632,Blastocystis,Blastocystis,,Blastocystis,1,15632,Y
ASV_1406,Cryptosporidium,Persicaria_minor,Eukaryota,Eukaryota,2,1406,N
ASV_2550,Tetratrichomonas,Tetratrichomonas,,Tetratrichomonas,3,2550,Y
ASV_2344,Cryptosporidium,Eukaryota,Eukaryota,Eukaryota,2,2344,N
ASV_2612,Cryptosporidium,Colpodella_tetrahymenae,Colpodella,Apicomplexa,2,2612,M
ASV_1214,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,4,1214,Y
ASV_5453,Cryptosporidium,uncultured_eukaryote,Eukaryota,Eukaryota,2,5453,N
ASV_1577,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,1,1577,Y
ASV_1825,Elev-18S-1089,Cryptosporidiidae_environmental_sample,Cryptosporidiidae_environmental_sample,Apicomplexa,2,1825,M
ASV_2533,Elev-18S-1089,Cryptosporidiidae_environmental_sample,Apicomplexa,Apicomplexa,2,2533,M
ASV_1583,Eimeria,Eimeria,,Eimeria,2,1583,Y
ASV_1584,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,3,1584,Y
ASV_12354,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,12354,Y
ASV_207,Tritrichomonas,Tritrichomonas,,Tritrichomonas,19,207,Y
ASV_2721,Elev-18S-1089,Cryptosporidiidae_environmental_sample,Apicomplexa,Apicomplexa,2,2721,M
ASV_2098,Tritrichomonas,Tritrichomonas,,Tritrichomonas,3,2098,Y
ASV_2117,Tritrichomonas,Tritrichomonas,,Tritrichomonas,3,2117,Y
ASV_12643,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,12643,Y
ASV_1303,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,5,1303,Y
ASV_1599,Hypotrichomonas,Hypotrichomonas_sanderai,,Hypotrichomonas,3,1599,Y
ASV_16,Tritrichomonas,Tritrichomonas,0,Tritrichomonas,159,16,Y
ASV_3242,Elev-18S-1089,Cryptosporidiidae_environmental_sample,Apicomplexa,Apicomplexa,2,3242,M
ASV_1305,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,3,1305,Y
ASV_1605,Eimeria,Eimeria,,Eimeria,1,1605,Y
ASV_1606,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,5,1606,Y
